unique_id,price_paid,deed_date,postcode,property_type,new_build,estate_type,saon,paon,street,locality,town,district,county,transaction_category,linked_data_uri"7C2D0700-8627-4963-E053-6B04A8C07B97","460000","2018-11-19","OX1 1JS","T","N","F","","7","WOODBINE PLACE","","OXFORD","OXFORD","OXFORDSHIRE","A","http://landregistry.data.gov.uk/data/ppi/transaction/7C2D0700-8627-4963-E053-6B04A8C07B97/current"
"6DA0844A-45C4-30F2-E053-6B04A8C05F3B","447500","2018-05-09","OX1 4ST","T","N","F","","39","NORREYS AVENUE","","OXFORD","OXFORD","OXFORDSHIRE","A","http://landregistry.data.gov.uk/data/ppi/transaction/6DA0844A-45C4-30F2-E053-6B04A8C05F3B/current"
"919FEC05-9FED-9A90-E053-6C04A8C0A300","647500","2019-04-12","OX1 4SU","S","N","F","","6","WYTHAM STREET","","OXFORD","OXFORD","OXFORDSHIRE","A","http://landregistry.data.gov.uk/data/ppi/transaction/919FEC05-9FED-9A90-E053-6C04A8C0A300/current"
"666758D7-2D80-3363-E053-6B04A8C0D74E","370000","2018-02-09","OX1 4SX","T","N","F","","42","SUNNINGWELL ROAD","","OXFORD","OXFORD","OXFORDSHIRE","A","http://landregistry.data.gov.uk/data/ppi/transaction/666758D7-2D80-3363-E053-6B04A8C0D74E/current"
"7011B109-BF27-8ED6-E053-6B04A8C075C1","457000","2018-06-01","OX1 4SX","T","N","F","","48","SUNNINGWELL ROAD","","OXFORD","OXFORD","OXFORDSHIRE","A","http://landregistry.data.gov.uk/data/ppi/transaction/7011B109-BF27-8ED6-E053-6B04A8C075C1/current"
"666758D7-2D42-3363-E053-6B04A8C0D74E","510000","2018-01-19","OX1 4SY","T","N","F","","85","SUNNINGWELL ROAD","","OXFORD","OXFORD","OXFORDSHIRE","A","http://landregistry.data.gov.uk/data/ppi/transaction/666758D7-2D42-3363-E053-6B04A8C0D74E/current"
"773788C3-0921-2CE4-E053-6C04A8C05E57","465000","2018-08-17","OX1 4SZ","T","N","F","","7","SUNNINGWELL ROAD","","OXFORD","OXFORD","OXFORDSHIRE","A","http://landregistry.data.gov.uk/data/ppi/transaction/773788C3-0921-2CE4-E053-6C04A8C05E57/current"
"93E6821E-B3CD-40FD-E053-6B04A8C0C1DF","485000","2019-08-28","OX1 4SZ","T","N","F","","63","SUNNINGWELL ROAD","","OXFORD","OXFORD","OXFORDSHIRE","A","http://landregistry.data.gov.uk/data/ppi/transaction/93E6821E-B3CD-40FD-E053-6B04A8C0C1DF/current"
"666758D7-2DAD-3363-E053-6B04A8C0D74E","510000","2018-01-12","OX1 4SZ","T","N","F","","69","SUNNINGWELL ROAD","","OXFORD","OXFORD","OXFORDSHIRE","A","http://landregistry.data.gov.uk/data/ppi/transaction/666758D7-2DAD-3363-E053-6B04A8C0D74E/current"
"9B361206-9AA8-1904-E053-6B04A8C0EEB5","425000","2019-11-14","OX1 4TB","S","N","F","","1","LINCOLN ROAD","","OXFORD","OXFORD","OXFORDSHIRE","A","http://landregistry.data.gov.uk/data/ppi/transaction/9B361206-9AA8-1904-E053-6B04A8C0EEB5/current"
"666758D7-30A1-3363-E053-6B04A8C0D74E","403000","2018-02-02","OX1 4TB","S","N","F","","17","LINCOLN ROAD","","OXFORD","OXFORD","OXFORDSHIRE","A","http://landregistry.data.gov.uk/data/ppi/transaction/666758D7-30A1-3363-E053-6B04A8C0D74E/current"
"6DA0844A-45F1-30F2-E053-6B04A8C05F3B","460000","2018-04-09","OX1 4TD","S","N","F","","5","MONMOUTH ROAD","","OXFORD","OXFORD","OXFORDSHIRE","A","http://landregistry.data.gov.uk/data/ppi/transaction/6DA0844A-45F1-30F2-E053-6B04A8C05F3B/current"
"6DA0844A-458E-30F2-E053-6B04A8C05F3B","425000","2018-05-04","OX1 4TD","S","N","F","","7","MONMOUTH ROAD","","OXFORD","OXFORD","OXFORDSHIRE","A","http://landregistry.data.gov.uk/data/ppi/transaction/6DA0844A-458E-30F2-E053-6B04A8C05F3B/current"
"726BF13B-277E-0A46-E053-6C04A8C01D0D","780000","2018-06-22","OX1 4TD","D","N","F","","15","MONMOUTH ROAD","","OXFORD","OXFORD","OXFORDSHIRE","A","http://landregistry.data.gov.uk/data/ppi/transaction/726BF13B-277E-0A46-E053-6C04A8C01D0D/current"
"7C2D0700-85C5-4963-E053-6B04A8C07B97","382000","2018-10-29","OX1 4TL","T","N","F","","17","OSWESTRY ROAD","","OXFORD","OXFORD","OXFORDSHIRE","A","http://landregistry.data.gov.uk/data/ppi/transaction/7C2D0700-85C5-4963-E053-6B04A8C07B97/current"
"75050A85-887D-9A88-E053-6B04A8C02390","369500","2018-07-27","OX1 4TL","T","N","F","","22","OSWESTRY ROAD","","OXFORD","OXFORD","OXFORDSHIRE","A","http://landregistry.data.gov.uk/data/ppi/transaction/75050A85-887D-9A88-E053-6B04A8C02390/current"
"75050A85-87BA-9A88-E053-6B04A8C02390","415000","2018-06-22","OX1 4TR","S","N","F","","29","WYTHAM STREET","","OXFORD","OXFORD","OXFORDSHIRE","A","http://landregistry.data.gov.uk/data/ppi/transaction/75050A85-87BA-9A88-E053-6B04A8C02390/current"
"79A74E22-0002-1289-E053-6B04A8C01627","450000","2018-06-22","OX1 4TR","S","N","F","","35","WYTHAM STREET","","OXFORD","OXFORD","OXFORDSHIRE","A","http://landregistry.data.gov.uk/data/ppi/transaction/79A74E22-0002-1289-E053-6B04A8C01627/current"
"8F1B26BE-1104-53DB-E053-6C04A8C03649","370000","2019-05-30","OX1 4TR","S","N","F","","49","WYTHAM STREET","","OXFORD","OXFORD","OXFORDSHIRE","A","http://landregistry.data.gov.uk/data/ppi/transaction/8F1B26BE-1104-53DB-E053-6C04A8C03649/current"
"773788C3-0B89-2CE4-E053-6C04A8C05E57","365000","2018-08-28","OX1 4TW","S","N","F","","80","WYTHAM STREET","","OXFORD","OXFORD","OXFORDSHIRE","A","http://landregistry.data.gov.uk/data/ppi/transaction/773788C3-0B89-2CE4-E053-6C04A8C05E57/current"
"79A74E22-00C3-1289-E053-6B04A8C01627","320000","2018-09-28","OX1 4US","T","N","F","","22","WEIRS LANE","","OXFORD","OXFORD","OXFORDSHIRE","A","http://landregistry.data.gov.uk/data/ppi/transaction/79A74E22-00C3-1289-E053-6B04A8C01627/current"
